2020 NFL Week 1 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Thursday, September 10th, 2020",,,,,
,,,,,
Detroit,0,-3,47,-172,
Carolina,20,3,under,144,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Philadelphia,17,2.5,45.5,115,
Cleveland,22,-2.5,under,-135,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Pittsburgh,27,-11,47.5,-520,
Jacksonville,3,11,under,400,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cincinnati,9,2,48,103,
Washington,20,-2,under,-123,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Atlanta,9,3.5,49.5,162,
New Orleans,24,-3.5,under,-182,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
New England,20,-2.5,49.5,-148,
Houston,27,2.5,under,128,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Tennessee,30,6,50.5,210,
Baltimore,24,-6,over,-250,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
Miami,13,-4,46,-205,
Denver,20,4,under,175,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
NY Jets,28,10,47,360,
LA Chargers,34,-10,over,-450,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Green Bay,31,1.5,52.5,101,
Indianapolis,34,-1.5,over,-121,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Dallas,31,7,49.5,250,
Minnesota,28,-7,over,-300,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Kansas City,35,-7.5,56.5,-360,
Las Vegas,31,7.5,over,290,
Full betting preview »,,,,,
,,,,,
"Monday, November 23rd, 2020",,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
LA Rams,27,4,47,152,
Tampa Bay,24,-4,over,-188,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 12 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Thursday, November 26th, 2020",,,,,
,,,,,
12:30 PM EST,Score,Spread,Total,Money Line,
Houston,41,-3,52.5,-161,
Detroit,25,3,over,141,
Full betting preview »,,,,,
,,,,,
4:30 PM EST,Score,Spread,Total,Money Line,
Washington,41,2.5,46,120,
Dallas,16,-2.5,over,-140,
Full betting preview »,,,,,
,,,,,
"Sunday, November 29th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Las Vegas,6,-3.5,53,-183,
Atlanta,43,3.5,under,163,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
NY Giants,19,-6.5,45,-280,
Cincinnati,17,6.5,under,235,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
LA Chargers,17,4.5,51.5,185,
Buffalo,27,-4.5,under,-215,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Carolina,27,3,50,126,
Minnesota,28,-3,over,-146,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cleveland,27,-7.5,48,-350,
Jacksonville,25,7.5,over,280,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Miami,20,-7.5,46.5,-360,
NY Jets,3,7.5,under,290,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Tennessee,45,3,51.5,125,
Indianapolis,26,-3,over,-145,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Arizona,17,-1,51,-125,
New England,20,1,under,105,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
New Orleans,31,-17,36.5,-1600,
Denver,3,17,under,890,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
San Francisco,23,5,45,190,
LA Rams,20,-5,under,-220,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Kansas City,27,-3.5,56,-170,
Tampa Bay,24,3.5,under,150,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Chicago,25,7.5,44,315,
Green Bay,41,-7.5,over,-385,
Full betting preview »,,,,,
,,,,,
"Monday, November 30th, 2020",,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Seattle,23,-6.5,50,-285,
Philadelphia,17,6.5,under,240,
Full betting preview »,,,,,
,,,,,
"Wednesday, December 2nd, 2020",,,,,
,,,,,
3:40 PM EST,Score,Spread,Total,Money Line,
Baltimore,14,10.5,41.5,445,
Pittsburgh,19,-10.5,under,-565,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 13 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Sunday, December 6th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Detroit,34,3,44,135,
Chicago,30,-3,over,-155,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Las Vegas,31,-7.5,48.5,-360,
NY Jets,28,7.5,over,290,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Indianapolis,26,-3.5,50,-178,
Houston,20,3.5,under,158,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cleveland,41,4,54,180,
Tennessee,35,-4,over,-210,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
New Orleans,21,-2.5,46.5,-143,
Atlanta,16,2.5,under,123,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Jacksonville,24,10.5,51.5,380,
Minnesota,27,-10.5,under,-470,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cincinnati,7,10.5,43,440,
Miami,19,-10.5,under,-560,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
NY Giants,17,11,48.5,485,
Seattle,12,-11,under,-625,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
LA Rams,38,-2.5,49,-145,
Arizona,28,2.5,over,125,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
New England,45,2,46.5,110,
LA Chargers,0,-2,under,-130,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Philadelphia,16,8,50,335,
Green Bay,30,-8,under,-415,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Denver,16,13,51.5,550,
Kansas City,22,-13,under,-750,
Full betting preview »,,,,,
,,,,,
"Monday, December 7th, 2020",,,,,
,,,,,
5:00 PM EST,Score,Spread,Total,Money Line,
Washington,23,5.5,44,217,
Pittsburgh,17,-5.5,under,-257,
Full betting preview »,,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Buffalo,34,1.5,48,110,
San Francisco,24,-1.5,over,-130,
Full betting preview »,,,,,
,,,,,
"Tuesday, December 8th, 2020",,,,,
,,,,,
8:05 PM EST,Score,Spread,Total,Money Line,
Dallas,17,8.5,46,360,
Baltimore,34,-8.5,over,-450,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 14 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Thursday, December 10th, 2020",,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
New England,3,5,43.5,200,
LA Rams,24,-5,under,-240,
Full betting preview »,,,,,
,,,,,
"Sunday, December 13th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Dallas,30,-3,44,-160,
Cincinnati,7,3,under,140,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Minnesota,14,7,52,255,
Tampa Bay,26,-7,under,-305,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Houston,7,-1,46.5,-115,
Chicago,36,1,under,-105,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Arizona,26,-3,47.5,-160,
NY Giants,7,3,under,140,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Denver,32,4,46.5,176,
Carolina,27,-4,over,-206,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Tennessee,31,-7.5,52.5,-364,
Jacksonville,10,7.5,under,307,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Kansas City,33,-7.5,52,-350,
Miami,27,7.5,over,280,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
Indianapolis,44,-2.5,52,-135,
Las Vegas,27,2.5,over,115,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
NY Jets,3,16.5,50.5,775,
Seattle,40,-16.5,under,-1250,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Green Bay,31,-9.5,55.5,-385,
Detroit,24,9.5,under,315,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
New Orleans,21,-7.5,43,-400,
Philadelphia,24,7.5,over,320,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Atlanta,17,1,49.5,-102,
LA Chargers,20,-1,under,-118,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Washington,23,3,43.5,125,
San Francisco,15,-3,under,-145,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Pittsburgh,15,2,48.5,102,
Buffalo,26,-2,under,-122,
Full betting preview »,,,,,
,,,,,
"Monday, December 14th, 2020",,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Baltimore,47,-3,46,-172,
Cleveland,42,3,over,152,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 15 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Thursday, December 17th, 2020",,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
LA Chargers,30,3.5,52.5,156,
Las Vegas,27,-3.5,over,-174,
Full betting preview »,,,,,
,,,,,
"Saturday, December 19th, 2020",,,,,
,,,,,
4:30 PM EST,Score,Spread,Total,Money Line,
Buffalo,48,-6,48,-246,
Denver,19,6,over,216,
Full betting preview »,,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Carolina,16,9.5,53,346,
Green Bay,24,-9.5,under,-418,
Full betting preview »,,,,,
,,,,,
"Sunday, December 20th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Chicago,33,2.5,47.5,137,
Minnesota,27,-2.5,over,-152,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Houston,20,7.5,52.5,311,
Indianapolis,27,-7.5,under,-370,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Jacksonville,14,13,49,564,
Baltimore,40,-13,over,-746,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Seattle,20,-6,44.5,-251,
Washington,15,6,under,219,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Tampa Bay,31,-6,49.5,-258,
Atlanta,27,6,over,225,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
New England,12,-1.5,40.5,-120,
Miami,22,1.5,under,109,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
San Francisco,33,-4,46,-202,
Dallas,41,4,over,180,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Detroit,25,9.5,54.5,325,
Tennessee,46,-9.5,over,-389,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
NY Jets,23,17.5,44.5,957,
LA Rams,20,-17.5,under,-1601,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
Philadelphia,26,6.5,49.5,226,
Arizona,33,-6.5,over,-259,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Kansas City,32,-2.5,54,-134,
New Orleans,29,2.5,over,121,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Cleveland,20,-6,45,-265,
NY Giants,6,6,under,231,
Full betting preview »,,,,,
,,,,,
"Monday, December 21st, 2020",,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Pittsburgh,17,-14.5,40.5,-942,
Cincinnati,27,14.5,over,683,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 16 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Friday, December 25th, 2020",,,,,
,,,,,
4:30 PM EST,Score,Spread,Total,Money Line,
Minnesota,33,6.5,48.5,262,
New Orleans,52,-6.5,over,-306,
Full betting preview »,,,,,
,,,,,
"Saturday, December 26th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Tampa Bay,47,-12,55,-586,
Detroit,7,12,under,452,
Full betting preview »,,,,,
,,,,,
4:30 PM EST,Score,Spread,Total,Money Line,
San Francisco,20,6,49,215,
Arizona,12,-6,under,-260,
Full betting preview »,,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Miami,26,-2,50.5,-123,
Las Vegas,25,2,over,111,
Full betting preview »,,,,,
,,,,,
"Sunday, December 27th, 2020",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Atlanta,14,11,54,408,
Kansas City,17,-11,under,-506,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cleveland,16,-6.5,45,-302,
NY Jets,23,6.5,under,260,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Indianapolis,24,-1,43.5,-106,
Pittsburgh,28,1,over,-104,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
NY Giants,13,10,43,332,
Baltimore,27,-10,under,-399,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Cincinnati,37,7.5,46,276,
Houston,31,-7.5,over,-324,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Chicago,41,-9.5,47,-452,
Jacksonville,17,9.5,over,370,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
Carolina,20,-1,41.5,-112,
Washington,13,1,under,101,
Full betting preview »,,,,,
,,,,,
4:05 PM EST,Score,Spread,Total,Money Line,
Denver,16,2.5,47.5,113,
LA Chargers,19,-2.5,under,-125,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
LA Rams,9,1.5,47.5,116,
Seattle,20,-1.5,under,-128,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Philadelphia,17,-3,50,-166,
Dallas,37,3,over,149,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Tennessee,14,3,52.5,157,
Green Bay,40,-3,over,-176,
Full betting preview »,,,,,
,,,,,
"Monday, December 28th, 2020",,,,,
,,,,,
8:15 PM EST,Score,Spread,Total,Money Line,
Buffalo,38,-7,47.5,-313,
New England,9,7,under,268,
Full betting preview »,,,,,
,,,,,
,,,,,
2020 NFL Week 17 Odds,,,,,
Latest OddsOdds History,,,,,
,,,,,
Division:                      ,,,,,
,,,,,
Team:                                                                                                                                                   ,,,,,
,,,,,
,,,,,
"Sunday, January 3rd, 2021",,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Miami,26,-3.5,43,-184,
Buffalo,56,3.5,over,154,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
NY Jets,14,3,41,138,
New England,28,-3,over,-164,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Dallas,19,-1.5,44.5,-134,
NY Giants,23,1.5,under,114,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Pittsburgh,22,10.5,44.5,385,
Cleveland,24,-10.5,over,-500,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Baltimore,38,-13.5,46,-950,
Cincinnati,3,13.5,under,610,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Minnesota,37,-3,53.5,-172,
Detroit,35,3,over,144,
Full betting preview »,,,,,
,,,,,
1:00 PM EST,Score,Spread,Total,Money Line,
Atlanta,27,7.5,51.5,260,
Tampa Bay,44,-7.5,over,-320,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Green Bay,35,-4.5,48,-220,
Chicago,16,4.5,over,184,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Jacksonville,14,15.5,47.5,810,
Indianapolis,28,-15.5,under,-1350,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
New Orleans,33,-6,47,-275,
Carolina,7,6,under,225,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Arizona,7,1,42,-102,
LA Rams,18,-1,under,-116,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Las Vegas,32,-2.5,50.5,-148,
Denver,31,2.5,over,126,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
LA Chargers,38,-7,43,-295,
Kansas City,21,7,over,240,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Tennessee,41,-7,55.5,-310,
Houston,38,7,over,250,
Full betting preview »,,,,,
,,,,,
4:25 PM EST,Score,Spread,Total,Money Line,
Seattle,26,-7,44.5,-330,
San Francisco,23,7,over,265,
Full betting preview »,,,,,
,,,,,
8:20 PM EST,Score,Spread,Total,Money Line,
Washington,20,-6.5,44,-290,
Philadelphia,14,6.5,under,235,
Full betting preview »,,,,,
